Crash Date,Crash Time,X,Y,City/Town,Crash Severity,Maximum Injury Severity Reported,Crash Number,Most Harmful Events,Non Motorist Type
2/10/11,8:55 PM,222080.047,930949.5002,TEWKSBURY,Non-fatal injury,Non-fatal injury - Possible,2692030,V1:(Collision with pedestrian),P2:Pedestrian
1/7/11,4:40 PM,236284.9408,901496.6643,BOSTON,Not Reported,Not Applicable,2692174,V1:(Collision with pedestrian),P3:Pedestrian
12/14/10,8:17 AM,55489.69196,916515.216,PITTSFIELD,Property damage only (none injured),No injury,2692192,V1:(Collision with pedestrian),P2:Pedestrian
12/15/10,9:09 AM,55634.57604,911925.9717,PITTSFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2692193,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
9/28/10,9:30 PM,176701.125,889540.3123,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2692335,V1:(Collision with pedestrian),P2:Pedestrian
1/7/11,7:33 PM,214810.589,933113.8552,LOWELL,Not Reported,Not Applicable,2692449,V1:(),P2:Pedestrian
1/3/11,3:30 PM,236002.0055,901652.8284,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2692730,V1:(Collision with pedestrian),P2:Pedestrian
1/10/11,10:40 AM,236120.3518,900953.5508,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2692751,V1:(Collision with pedestrian),P2:Pedestrian
1/3/11,5:20 PM,229074.951,941780.7405,METHUEN,Non-fatal injury,Non-fatal injury - Possible,2693062,V1:(Collision with pedestrian),P2:Pedestrian
1/10/11,2:43 PM,108356.9923,878203.7501,CHICOPEE,Non-fatal injury,Non-fatal injury - Incapacitating,2693063,V1:(Collision with pedestrian),P2:Pedestrian
9/25/10,5:27 PM,177229.0002,894326.1407,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2693103,V1:(Collision with pedestrian),P2:Pedestrian
1/14/11,5:54 PM,207686.703,924804.3748,WESTFORD,Non-fatal injury,Non-fatal injury - Possible,2693110,V1:(Collision with pedestrian),P3:Pedestrian
1/17/11,9:18 AM,242089.1807,913813.6707,LYNN,Non-fatal injury,Non-fatal injury - Possible,2693269,V1:(Collision with pedestrian),P2:Pedestrian
9/18/10,8:15 PM,176407.8125,889536.5624,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2693300,V1:(Collision with pedestrian),P2:Pedestrian
1/16/11,5:40 PM,245316.8046,912507.354,LYNN,Property damage only (none injured),No injury,2693302,V1:(Collision with pedestrian),P2:Pedestrian
1/13/11,4:47 PM,242466.365,870393.4956,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2693633,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
1/12/11,7:56 AM,239737.7474,870788.6118,BROCKTON,Property damage only (none injured),No injury,2693730,V1:(Collision with pedestrian),P2:Pedestrian
12/2/10,4:52 PM,246353.6706,819072.5384,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Incapacitating,2693779,V1:(Collision with pedestrian),P2:Pedestrian
12/2/10,5:36 PM,247278.6252,819003.2498,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Possible,2693782,V1:(Collision with pedestrian),P2:Pedestrian
2/18/11,8:02 AM,250460.203,922283.7501,BEVERLY,Non-fatal injury,Non-fatal injury - Incapacitating,2693830,V1:(Collision with pedestrian),P2:Pedestrian
2/17/11,7:13 PM,225225.66,897791.9781,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2693894,V1:(Collision with pedestrian),P2:Pedestrian
9/22/10,6:00 PM,174557.9529,891209.8752,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2694557,V1:(Collision with pedestrian),P2:Pedestrian
9/20/10,6:20 PM,174909.9398,889740.6329,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2694572,V1:(Collision with pedestrian),P2:Pedestrian
9/22/10,12:18 PM,173960.4377,890261.1873,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2694592,V1:(Collision with pedestrian),P2:Pedestrian
1/12/11,1:12 PM,226550.2971,916324.3748,BURLINGTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2694699,V1:(Collision with pedestrian),P2:Pedestrian
9/5/10,10:33 PM,181729.9961,910518.0099,STERLING,Non-fatal injury,Non-fatal injury - Incapacitating,2694725,V1:(Collision with pedestrian),P2:Pedestrian
10/6/10,7:00 PM,175972.4386,891490.6909,WORCESTER,Non-fatal injury,Non-fatal injury - Incapacitating,2694749,V1:(Collision with pedestrian),P2:Pedestrian
1/5/11,10:25 PM,235847.0835,900157.3942,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2694775,V1:(Collision with pedestrian),P2:Pedestrian
10/5/10,8:10 PM,174148.3283,889451.4997,WORCESTER,Not Reported,Not reported,2694785,V1:(),P2:Pedestrian
2/15/11,1:00 PM,213422.2004,912305.7369,CONCORD,Non-fatal injury,Non-fatal injury - Possible,2694892,V1:(Collision with pedestrian),P1:Pedestrian
1/19/11,5:55 PM,250650.3761,922405.3111,BEVERLY,Non-fatal injury,Non-fatal injury - Incapacitating,2695033,V1:(Collision with pedestrian),P2:Pedestrian
8/23/10,8:20 PM,179789.3113,912386.1981,STERLING,Property damage only (none injured),No injury,2695138,V1:(Collision with pedestrian),P2:Pedestrian
1/5/11,4:37 PM,228180.4998,941297.375,LAWRENCE,Non-fatal injury,Non-fatal injury - Possible,2695146,V1:(Collision with pedestrian),P3:Pedestrian
1/7/11,5:06 PM,242909.5017,887456.4775,QUINCY,Non-fatal injury,Non-fatal injury - Possible,2695245,V1:(Collision with pedestrian),P4:Pedestrian
1/19/11,9:47 AM,237261.15,868729.8056,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2695302,V1:(Collision with pedestrian),P2:Pedestrian
2/15/11,8:05 AM,228887.5821,937632.7835,LAWRENCE,Non-fatal injury,Non-fatal injury - Possible,2695440,V1:(Collision with pedestrian),P2:Pedestrian
1/12/11,1:25 PM,231838.8592,902833.6873,CAMBRIDGE,Not Reported,Not reported,2695444,V1:(),P2:Pedestrian
1/7/11,7:00 PM,234847.1562,902323.9375,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2695511,V1:(Collision with pedestrian),P2:Pedestrian
1/7/11,8:37 PM,247985.0828,823235.5025,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2695644,V1:(Collision with pedestrian),P2:Pedestrian
1/25/11,2:30 AM,214270.6354,933621.3705,LOWELL,Not Reported,Not Applicable,2695948,V1:(),P2:Pedestrian
1/25/11,5:48 PM,246180.9531,875435.5002,ABINGTON,Non-fatal injury,Non-fatal injury - Possible,2695990,V1:(Collision with pedestrian),P2:Pedestrian
1/19/11,10:17 AM,240609.6993,877699.1813,HOLBROOK,Non-fatal injury,Non-fatal injury - Non-incapacitating,2696013,V1:(Collision with pedestrian),P3:Pedestrian
1/7/11,8:50 AM,232863.6252,902167.3751,CAMBRIDGE,Property damage only (none injured),No injury,2696014,V1:(Collision with pedestrian),P2:Pedestrian
1/6/11,2:47 PM,239200.2708,890485.9435,QUINCY,Property damage only (none injured),No injury,2696028,V1:(),P3:Pedestrian
1/25/11,7:00 PM,218831.9997,923632.445,BILLERICA,Property damage only (none injured),No injury,2696042,V1:(Collision with pedestrian),P2:Pedestrian
1/6/11,6:22 AM,238876.547,891734.8677,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2696132,V1:(Collision with pedestrian),P2:Pedestrian
2/25/11,6:15 PM,235662.2346,911491.4373,MELROSE,Property damage only (none injured),No injury,2696273,V1:(Collision with pedestrian),P2:Pedestrian
2/16/11,6:27 PM,248279.1505,849444.7665,MIDDLEBOROUGH,Non-fatal injury,Non-fatal injury - Possible,2696285,V1:(Collision with pedestrian),P2:Pedestrian
1/12/11,9:15 AM,119817.3195,868174.9365,EAST LONGMEADOW,Non-fatal injury,Non-fatal injury - Non-incapacitating,2696316,V1:(Collision with pedestrian),P2:Pedestrian
1/13/11,2:50 PM,284130.3454,819072.4716,MASHPEE,Non-fatal injury,Non-fatal injury - Possible,2696322,V1:(Collision with pedestrian),P2:Pedestrian
1/5/11,6:33 PM,228721.8908,914684,WOBURN,Property damage only (none injured),No injury,2696366,V1:(Collision with pedestrian),P3:Pedestrian
1/19/11,5:11 PM,241577.389,889488.7913,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2696601,V1:(Collision with pedestrian),P2:Pedestrian
5/31/11,3:35 PM,,,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2727001,V1:(Collision with pedestrian),P2:Pedestrian
5/20/11,10:47 PM,,,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2727015,V1:(Collision with pedestrian),P2:Pedestrian
5/25/11,8:48 AM,222658.9904,899908.2836,NEWTON,Non-fatal injury,Non-fatal injury - Possible,2727028,V1:(Collision with pedestrian),P2:Pedestrian
5/24/11,1:02 AM,236288.7565,868041.5609,BROCKTON,Non-fatal injury,Non-fatal injury - Incapacitating,2727034,V1:(Collision with pedestrian) V2:(Collision with motor vehicle in traffic),P3:Pedestrian
1/16/11,6:43 PM,260663.1293,831335.9108,MARION,Fatal injury,Fatal injury,2727037,V1:(Collision with pedestrian) V2:(),P3:Pedestrian
5/7/11,2:17 AM,235385.419,901294.6172,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2727119,V1:(Collision with pedestrian),P2:Pedestrian
5/4/11,8:55 AM,191160.9064,904981.937,BOLTON,Property damage only (none injured),No injury,2727335,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P1:Pedestrian
4/8/11,7:43 AM,230242.5596,906279.6718,SOMERVILLE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2727452,V1:(),P2:Pedestrian
5/20/11,2:56 PM,211908.2029,931596.5627,LOWELL,Not Reported,Not Applicable,2727458,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
5/30/11,4:54 PM,221527.297,904596,WALTHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2727491,V1:(Collision with pedestrian),P2:Pedestrian
5/26/11,3:37 PM,205830.1562,883375.6874,HOLLISTON,Non-fatal injury,Non-fatal injury - Possible,2727538,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P5:Pedestrian
5/29/11,3:12 AM,219244.5785,836196.5443,SWANSEA,Fatal injury,Fatal injury,2727677,V1:(Collision with pedestrian) V2:(Collision with pedestrian),P3:Pedestrian
5/24/11,6:32 PM,215812.078,932179.8751,LOWELL,Non-fatal injury,Non-fatal injury - Possible,2727697,V1:(Collision with pedestrian),P2:Pedestrian
5/24/11,5:45 PM,216155.375,933495.7499,LOWELL,Property damage only (none injured),No injury,2727867,V1:(Collision with pedestrian),P2:Pedestrian
5/24/11,2:13 PM,215860.1639,930465.6973,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2727875,V1:(Collision with pedestrian),P2:Pedestrian
5/23/11,7:06 PM,215691.3438,932382.1248,LOWELL,Property damage only (none injured),No injury,2727894,V1:(Collision with pedestrian),P2:Pedestrian
5/23/11,9:10 PM,227390.9375,940705.0627,LAWRENCE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728085,V1:(Collision with pedestrian),P2:Pedestrian
5/23/11,11:50 PM,226945.4842,939810.1251,LAWRENCE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728087,V1:(Collision with pedestrian),P2:Pedestrian
5/23/11,8:00 AM,226110.1127,939392.5419,LAWRENCE,Not Reported,Not reported,2728093,V1:(),P2:Pedestrian
5/18/11,7:11 PM,249686.9063,918789.3752,SALEM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728105,V1:(),P2:Pedestrian
5/25/11,3:14 PM,235400.172,900899.9375,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728136,V1:(Collision with pedestrian),P2:Pedestrian
5/26/11,7:48 PM,236144.8678,901762.4665,BOSTON,Not Reported,Not Applicable,2728154,V1:(),P2:Pedestrian
5/9/11,3:33 PM,236957.6765,900570.2341,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728171,V1:(Collision with pedestrian),P2:Pedestrian
5/17/11,10:05 PM,235622.9688,900349.5626,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728200,V1:(Collision with pedestrian),P2:Pedestrian
2/28/11,8:09 AM,247370.3439,824332.4377,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Possible,2728389,V1:(Collision with pedestrian),P2:Pedestrian
4/29/11,7:14 PM,248191.5156,818495.8123,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728399,V1:(Collision with pedestrian),P2:Pedestrian
5/10/11,11:45 PM,236211.6198,900926.8615,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728476,V1:(Collision with pedestrian),P2:Pedestrian
5/12/11,12:30 PM,226726.0467,939125.5002,LAWRENCE,Property damage only (none injured),No injury,2728485,V1:(Collision with pedestrian),P2:Pedestrian
3/12/11,4:06 PM,247563.094,823017.4997,NEW BEDFORD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728533,V1:(Collision with pedestrian),P2:Pedestrian
4/6/11,11:05 PM,251107.2841,888620.7486,HINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728599,V1:(),P2:Pedestrian
5/23/11,9:28 PM,249909.953,918978.0626,SALEM,Property damage only (none injured),No injury,2728672,V1:(Collision with pedestrian),P2:Pedestrian
5/27/11,5:22 PM,286386.1565,822183.3117,MASHPEE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728808,V1:(Collision with pedestrian),P2:Pedestrian
5/21/11,10:49 AM,234688.2286,902350.3365,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2728812,V1:(Collision with pedestrian),P2:Pedestrian
3/23/11,12:12 PM,250515.8748,888227.9375,HINGHAM,Non-fatal injury,Non-fatal injury - Possible,2728849,V1:(),P2:Pedestrian
5/21/11,11:05 PM,224781.4168,900980.6373,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2729181,V1:(Collision with pedestrian),P2:Pedestrian
5/31/11,1:08 PM,220467.4081,898578.9459,NEWTON,Non-fatal injury,Non-fatal injury - Incapacitating,2729189,,P2:Pedestrian
2/21/11,11:32 AM,225848.2398,924046.6667,WILMINGTON,Fatal injury,Fatal injury,2729255,V1:(Collision with pedestrian),P1:Pedestrian
5/13/11,6:34 AM,,,BELCHERTOWN,Non-fatal injury,Non-fatal injury - Possible,2729287,V1:(Collision with pedestrian),P3:Pedestrian
5/3/11,2:20 AM,230482.8436,899924.0624,BOSTON,Not Reported,Not reported,2729313,V1:(),P2:Pedestrian
5/6/11,9:00 AM,233325.3437,901924.4377,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2729345,V1:(Collision with pedestrian),P2:Pedestrian
5/6/11,8:00 AM,229178.8124,902812.3348,CAMBRIDGE,Property damage only (none injured),No injury,2729349,V1:(Collision with pedestrian),P2:Pedestrian / P3:Pedestrian
5/26/11,8:59 AM,245392.9845,912846.4376,LYNN,Non-fatal injury,Non-fatal injury - Incapacitating,2729453,V1:(Collision with pedestrian),P2:Pedestrian
5/20/11,9:20 PM,233290.3353,901800.6612,CAMBRIDGE,Not Reported,Not reported,2729457,V1:(Collision with pedestrian),P2:Pedestrian
5/18/11,10:17 PM,240460.1221,889627.7901,QUINCY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2729471,V1:(Collision with pedestrian),P2:Pedestrian
5/4/11,7:34 AM,246721.5386,821205.687,NEW BEDFORD,Property damage only (none injured),No injury,2729487,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic),P6:Pedestrian
4/29/11,2:41 PM,108405.1925,881313.6891,CHICOPEE,Non-fatal injury,Non-fatal injury - Possible,2729575,V1:(Collision with pedestrian),P2:Pedestrian
6/4/11,12:00 AM,206864.1407,891808.9377,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Possible,2729637,V1:(Collision with pedestrian),P2:Pedestrian
6/5/11,4:43 PM,208430.4346,897230.1069,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Non-incapacitating,2729639,V1:(Collision with pedestrian),P2:Pedestrian
5/27/11,1:45 PM,231233.4064,902589.6251,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Possible,2729747,V1:(Collision with pedestrian),P2:Pedestrian
5/13/11,5:20 PM,215152.8399,934949.0743,DRACUT,Non-fatal injury,Non-fatal injury - Non-incapacitating,2729789,V1:(Collision with pedestrian),P2:Pedestrian
5/29/11,11:06 AM,216752.047,901824.6873,WESTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2729835,V1:(Collision with pedestrian),P3:Pedestrian
5/29/11,3:18 PM,239831.6059,868931.1491,BROCKTON,Non-fatal injury,Non-fatal injury - Incapacitating,2729898,V1:(Collision with pedestrian),P3:Pedestrian
5/16/11,4:07 PM,230012.4062,903621.5001,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2730164,V1:(Collision with pedestrian),P2:Pedestrian
5/31/11,4:53 PM,239737.4218,868467,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2730515,V1:(Collision with pedestrian),P2:Pedestrian
6/7/11,3:45 PM,250781.3381,922848.3535,BEVERLY,Non-fatal injury,Non-fatal injury - Non-incapacitating,2730533,V1:(Collision with pedestrian),P2:Pedestrian
6/4/11,11:39 PM,106979.996,885620.2536,HOLYOKE,Fatal injury,Fatal injury,2730729,V1:(Collision with parked motor vehicle) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P5:Pedestrian
1/10/10,11:00 AM,,,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2730745,V1:() V2:(),P4:Pedestrian
5/26/11,7:39 AM,225873.6716,901592.2501,WATERTOWN,Non-fatal injury,Non-fatal injury - Possible,2730918,V1:(Collision with pedestrian),P2:Pedestrian
6/7/11,2:39 PM,107771.2475,885591.0726,HOLYOKE,Property damage only (none injured),No injury,2730926,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
5/9/11,10:00 AM,239939.8611,906008.7854,CHELSEA,Non-fatal injury,Non-fatal injury - Non-incapacitating,2731023,V1:(),P2:Pedestrian
5/19/11,3:05 PM,237628.6576,878096.9459,RANDOLPH,Non-fatal injury,Non-fatal injury - Non-incapacitating,2731603,V1:(Collision with pedestrian),P2:Pedestrian
5/11/11,3:30 PM,236428.2161,881506.0215,RANDOLPH,Not Reported,Not Applicable,2731630,V1:(Collision with pedestrian),P2:Pedestrian
5/29/11,1:43 PM,241567.6766,889499.5397,QUINCY,Property damage only (none injured),No injury,2731642,V1:(Collision with pedestrian),P2:Pedestrian
6/5/11,7:25 PM,240079.7679,869897.3904,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2731663,V1:(Collision with pedestrian),P2:Pedestrian
6/9/11,10:00 AM,235934.4899,901359.2779,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2731679,V1:(),P2:Pedestrian
5/4/11,9:25 PM,235847.0835,900157.3942,BOSTON,Non-fatal injury,Non-fatal injury - Incapacitating,2731682,V1:(Collision with pedestrian),P2:Pedestrian
5/26/11,4:05 PM,229629.5782,899162.5623,BOSTON,Not Reported,Not Applicable,2731818,V1:(),P2:Pedestrian
5/31/11,2:10 PM,229197.7543,900094.3265,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2731828,V1:(),P2:Pedestrian
6/3/11,7:38 PM,228716.3125,899100.4377,BOSTON,Not Reported,Not Applicable,2731831,V1:(),P2:Pedestrian
6/2/11,6:33 PM,239667.4702,868870.2559,BROCKTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2731854,V1:(Collision with pedestrian),P3:Pedestrian
6/7/11,10:10 AM,228332.9064,940220.8126,LAWRENCE,Property damage only (none injured),No injury,2731896,V1:(),P2:Pedestrian
5/24/11,9:47 PM,248291.3807,952309.3732,NEWBURYPORT,Non-fatal injury,Non-fatal injury - Incapacitating,2731954,V1:(Collision with pedestrian),P2:Pedestrian
5/17/11,3:24 PM,236854.7476,881566.8124,RANDOLPH,Property damage only (none injured),No injury,2731964,V1:(),P2:Pedestrian
5/21/11,9:17 PM,172879.929,883911.4307,AUBURN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2732087,V1:(Collision with pedestrian),P2:Pedestrian
6/13/11,1:30 AM,206864.1407,891808.9377,FRAMINGHAM,Property damage only (none injured),No injury,2732114,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
6/9/11,9:04 AM,239727.2724,870521.55,BROCKTON,Non-fatal injury,Non-fatal injury - Possible,2732246,V1:(Collision with pedestrian),P2:Pedestrian
4/29/11,1:19 PM,255175.2877,875635.3623,HANOVER,Non-fatal injury,Non-fatal injury - Incapacitating,2732583,V1:(Collision with pedestrian),P2:Pedestrian
6/11/11,10:16 AM,107924.9688,883984.1252,HOLYOKE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2732681,V1:(Collision with pedestrian),P1:Pedestrian
3/25/11,4:40 PM,226579.5238,904036.636,BELMONT,Non-fatal injury,Non-fatal injury - Non-incapacitating,2732998,V1:(Collision with pedestrian),P2:Pedestrian
6/14/11,6:49 PM,215685.6406,931282.1875,LOWELL,Non-fatal injury,Non-fatal injury - Non-incapacitating,2733193,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
5/31/11,9:15 AM,208586.5904,870220.0509,FRANKLIN,Non-fatal injury,Non-fatal injury - Non-incapacitating,2733469,V1:(Collision with pedestrian) V2:(),P3:Pedestrian / P4:Pedestrian
6/8/11,10:42 AM,220784.6391,897857.3923,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2733482,V1:(Collision with pedestrian),P2:Pedestrian
6/16/11,2:42 PM,107504.0393,884489.4999,HOLYOKE,Non-fatal injury,Non-fatal injury - Possible,2733543,V1:(Collision with motor vehicle in traffic),P2:Pedestrian
6/13/11,12:07 PM,225186.9889,897996.9049,NEWTON,Non-fatal injury,Non-fatal injury - Possible,2733578,V1:(Collision with pedestrian),P5:Pedestrian
6/14/11,5:41 PM,222990.3907,895841.5623,NEWTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2733580,V1:(Collision with pedestrian),P2:Pedestrian
5/21/11,9:03 PM,176402.0553,889537.6906,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2733691,V1:(Collision with pedestrian),P2:Pedestrian
5/21/11,9:55 PM,172400.2918,888510.9535,WORCESTER,Property damage only (none injured),No injury,2733692,V1:(Collision with pedestrian),P2:Pedestrian
11/5/10,2:30 PM,230835.9283,908570.7337,MEDFORD,Non-fatal injury,Non-fatal injury - Possible,2733737,V1:(),P2:Pedestrian
5/1/11,9:38 AM,207115.6561,903314.8127,SUDBURY,Non-fatal injury,Non-fatal injury - Possible,2733752,V1:(Collision with pedestrian),P2:Pedestrian
6/14/11,9:19 PM,227070.2991,891949.9297,BOSTON,Fatal injury,Fatal injury,2733896,V1:(Collision with pedestrian),P2:Pedestrian
4/28/11,9:36 PM,219827.4759,897218.8114,WELLESLEY,Non-fatal injury,Non-fatal injury - Incapacitating,2733942,V1:(Collision with pedestrian),P2:Pedestrian
5/5/11,6:00 AM,218861.4948,893569.6137,WELLESLEY,Non-fatal injury,Non-fatal injury - Possible,2733944,V1:(Collision with pedestrian),P2:Pedestrian
6/21/11,6:33 AM,197699.8002,862756.3791,BLACKSTONE,Non-fatal injury,Non-fatal injury - Incapacitating,2733980,V1:(Collision with pedestrian),P5:Pedestrian
5/14/11,2:50 PM,175375.1736,890444.0749,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2734160,V1:(Collision with pedestrian),P4:Pedestrian
4/23/11,6:29 PM,216742.4107,893971.0134,WELLESLEY,Non-fatal injury,Non-fatal injury - Possible,2734293,V1:(Collision with motor vehicle in traffic) V2:(Collision with motor vehicle in traffic) V3:(Collision with motor vehicle in traffic),P1:Pedestrian
3/13/11,4:40 AM,238096.2762,889268.4513,MILTON,Non-fatal injury,Non-fatal injury - Incapacitating,2734413,V1:(Collision with parked motor vehicle) V2:() V3:(),P1:Pedestrian
5/15/11,4:43 PM,175286.9048,891791.456,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2734688,V1:(),P3:Pedestrian
5/27/11,2:37 PM,173293.125,888269.9998,WORCESTER,Non-fatal injury,Non-fatal injury - Non-incapacitating,2734732,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
10/24/10,4:40 PM,233934.9939,899817.781,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2734735,V1:(Collision with pedestrian),P2:Pedestrian
5/31/11,7:15 AM,176410.1328,893281.1145,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2734758,V1:(Collision with pedestrian),P2:Pedestrian
5/20/11,5:17 PM,269862.6478,870281.2418,MARSHFIELD,Non-fatal injury,Non-fatal injury - Possible,2734974,V1:(Collision with pedestrian),P1:Pedestrian
6/8/11,5:26 PM,265807.3186,871530.6285,MARSHFIELD,Non-fatal injury,Non-fatal injury - Incapacitating,2734983,V1:(Collision with pedestrian),P1:Pedestrian
5/23/11,12:00 AM,236321.4811,900779.1801,BOSTON,Property damage only (none injured),No injury,2735021,V1:(),P3:Pedestrian
5/31/11,4:51 PM,175764.678,890024.7058,WORCESTER,Property damage only (none injured),No injury,2735030,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",P2:Pedestrian
5/10/11,3:25 PM,175570.7811,891289.25,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2735073,V1:(Collision with pedestrian),P2:Pedestrian
3/30/11,4:22 PM,235483.4784,892185.2197,BOSTON,Non-fatal injury,Non-fatal injury - Non-incapacitating,2735162,V1:(),P2:Pedestrian
6/18/11,4:00 PM,233688.2969,892724.7501,BOSTON,Non-fatal injury,Non-fatal injury - Possible,2735199,V1:(Collision with pedestrian),"P2:Pedestrian / P3:Other non-motorist (wheelchair, etc.)"
1/17/11,9:57 PM,175472.8422,889330.833,WORCESTER,Property damage only (none injured),No injury,2735243,V1:(Collision with pedestrian),P2:Pedestrian
6/7/11,2:45 PM,233375.6564,901153.3125,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2735328,V1:(Collision with pedestrian),P2:Pedestrian
5/13/11,10:48 AM,55695.07341,912259.5235,PITTSFIELD,Non-fatal injury,Non-fatal injury - Non-incapacitating,2735355,V1:(Collision with pedestrian),P2:Pedestrian
6/9/11,3:45 PM,232776.5335,901623.6567,CAMBRIDGE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2735532,V1:(Collision with pedestrian),P2:Pedestrian
5/23/11,2:07 PM,55818.89822,912804.1249,PITTSFIELD,Property damage only (none injured),No injury,2735541,V1:(Collision with pedestrian),P2:Pedestrian
6/20/11,8:40 AM,229769.3717,940413.1042,LAWRENCE,Non-fatal injury,Non-fatal injury - Non-incapacitating,2735781,V1:(Collision with pedestrian),P2:Pedestrian
6/19/11,9:07 PM,202492.3839,894461.5653,FRAMINGHAM,Non-fatal injury,Non-fatal injury - Incapacitating,2736040,V1:(Collision with pedestrian) V2:(),P1:Pedestrian
6/20/11,6:20 AM,96804.57045,875619.1874,WESTFIELD,Non-fatal injury,Non-fatal injury - Possible,2736182,V1:(Collision with pedestrian) V2:(),P2:Pedestrian
4/27/11,10:36 PM,174830.297,888957.3127,WORCESTER,Non-fatal injury,Non-fatal injury - Possible,2736192,V1:(),P2:Pedestrian
